Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",Won 5 Oscars. Another 145 wins & 188 nominations.,"$44,667,095","France, USA, Belgium",26 Jun 2012,Michel Hazanavicius,,"Comedy, Drama, Romance","English, French",89,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",20 Jan 2012,True,100 min,,The Artist,movie,http://theartistmovie.net,Michel Hazanavicius,2011,tt1655442,7.9,"216,164",,
"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good",1 nomination.,"$42,638,165",USA,07 Jul 2009,David S. Goyer,,"Drama, Horror, Mystery, Thriller","English, Hebrew",30,A young woman fights the spirit that is slowly taking possession of her.,https://m.media-amazon.com/images/M/MV5BOTM5NDY1MTk2Nl5BMl5BanBnXkFtZTcwNTMyNjkxMg@@._V1_SX300.jpg,Rogue Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",09 Jan 2009,True,88 min,,The Unborn,movie,http://www.theunbornmovie.net,David S. Goyer,2009,tt1139668,4.8,"46,515",,
"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",Nominated for 1 Oscar. Another 38 wins & 118 nominations.,"$45,507,865",USA,16 Oct 2012,Wes Anderson,,"Adventure, Comedy, Drama, Romance",English,84,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",https://m.media-amazon.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",29 Jun 2012,True,94 min,,Moonrise Kingdom,movie,http://www.moonrisekingdom.com/,"Wes Anderson, Roman Coppola",2012,tt1748122,7.8,"289,160",,
"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer",5 nominations.,"$39,418,953",USA,16 Jan 2007,Jonathan Liebesman,,"Horror, Thriller",English,30,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",https://m.media-amazon.com/images/M/MV5BMzUzZmZhZmQtYjNiMS00N2UwLTk0NzQtYmJjYWVkZjMwMWVkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",06 Oct 2006,True,91 min,,The Texas Chainsaw Massacre: The Beginning,movie,http://www.texaschainsawmovie.com/,"Sheldon Turner (screenplay), Sheldon Turner (story), David J. Schow (story)",2006,tt0420294,5.9,"63,703",,
"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Finn Ireland",N/A,N/A,USA,14 Jun 2016,Cyrus Nowrasteh,,"Drama, Fantasy",English,33,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",https://m.media-amazon.com/images/M/MV5BMTU4NzM3NzczMF5BMl5BanBnXkFtZTgwMzM0NjkwNzE@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",11 Mar 2016,True,111 min,,The Young Messiah,movie,http://www.theyoungmessiah.com/,"Anne Rice (novel), Betsy Giffen Nowrasteh (screenplay), Cyrus Nowrasteh (screenplay)",2016,tt1002563,5.6,"2,773",,
"Dana Carvey, Jennifer Esposito, Harold Gould, James Brolin",1 win & 6 nominations.,"$40,400,000",USA,28 Jan 2003,Perry Andelin Blake,,"Adventure, Comedy, Family, Fantasy",English,12,An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.,https://m.media-amazon.com/images/M/MV5BODYzNjdmZTgtNzkyZS00NWJjLTlkOGQtZmEzZTI3ZTg2MzNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",02 Aug 2002,True,80 min,,The Master of Disguise,movie,http://www.sonypictures.com/movies/masterofdisguise/,"Dana Carvey, Harris Goldberg",2002,tt0295427,3.3,"20,311",,
"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones",Won 3 Oscars. Another 99 wins & 105 nominations.,"$37,500,000","Spain, Mexico, USA",18 May 2007,Guillermo del Toro,,"Drama, Fantasy, War",Spanish,98,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",https://m.media-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX300.jpg,Picturehouse,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",19 Jan 2007,True,118 min,,Pan's Labyrinth,movie,http://www.panslabyrinth.com/,Guillermo del Toro,2006,tt0457430,8.2,"567,247",,
"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney",1 nomination.,,USA,,N/A,,"Drama, Fantasy, Mystery, Thriller",English,N/A,"A mysterious object crashes on earth and a group of unconnected strangers die from an energy pulse it emits, but then re-awaken to find out that they have been deemed responsible for preventing the impending apocalypse.",https://m.media-amazon.com/images/M/MV5BMTEwMjc3MTU5NjleQTJeQWpwZ15BbWU4MDgxNDkxMDUx._V1_SX300.jpg,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",17 Apr 2015,True,60 min,,The Messengers,series,,Eoghan O'Donnell,2015,tt3513704,6.6,"8,322",,1
"David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli",1 nomination.,"$32,486,094","USA, Australia",28 Aug 2001,John Whitesell,,"Action, Comedy, Crime, Family","English, American Sign Language",24,"A mailman takes care of a dog that, unbeknownst to him, is an FBI drug-sniffing superdog that has escaped from the witness protection program after becoming the target of an assassination.",https://m.media-amazon.com/images/M/MV5BMTIwNjg4MTk1NF5BMl5BanBnXkFtZTYwMjE4Nzc5._V1_SX300.jpg,Warner Bros.,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",02 Mar 2001,True,94 min,,See Spot Run,movie,http://www.see-spot-run.com,"George Gallo (screenplay), Gregory Poirier (screenplay), Dan Baron (screenplay), Chris Faber (screenplay), Andrew Deane (story), Michael Alexander Miller (story), George Gallo (story), Stuart Gibbs (adaptation), Craig Titley (adaptation)",2001,tt0250720,5.4,"8,240",,
"Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass",1 win & 14 nominations.,"$27,823,989",USA,06 Nov 2001,John Singleton,,"Crime, Drama, Romance, Thriller",English,55,"This is the story of Jody, an unemployed young black man, who's been living with his mother for several years, even though he's got a child of his own. Romantically, he's having ...",https://m.media-amazon.com/images/M/MV5BOTc4MTJmMzYtYTg4Yy00YTE3LWI5MGQtYTcxYWU2MmIxY2U3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",27 Jun 2001,True,130 min,,Baby Boy,movie,http://www.spe.sony.com/movies/babyboy,John Singleton,2001,tt0255819,6.4,"11,464",,
"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka",7 nominations.,"$37,300,107",USA,17 May 2011,Christian E. Christiansen,,"Drama, Thriller",English,23,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",https://m.media-amazon.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_SX300.jpg,Screen Gems/SONY PICTURES,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",04 Feb 2011,True,91 min,,The Roommate,movie,http://www.theroommate-movie.com/,Sonny Mallhi,2011,tt1265990,4.9,"32,747",,
"David Spade, Brittany Daniel, Dennis Miller, Adam Beach",1 win & 3 nominations.,"$27,087,695",USA,28 Aug 2001,Dennie Gordon,,"Adventure, Comedy, Drama",English,20,"After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.",https://m.media-amazon.com/images/M/MV5BMTE5NDgxNzU1MV5BMl5BanBnXkFtZTYwODQ4ODE3._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",11 Apr 2001,True,91 min,,Joe Dirt,movie,http://www.spe.sony.com/movies/joedirt,"David Spade, Fred Wolf",2001,tt0245686,5.9,"47,335",,
"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson",2 nominations.,N/A,USA,06 Feb 2001,Sheldon Lettich,,"Action, Crime",English,N/A,Twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.,https://m.media-amazon.com/images/M/MV5BNDFkNGY3Y2ItODA0MS00NWUwLWFjMTktZmEyYTQxZjFhMmZiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",09 Aug 1991,True,110 min,,Double Impact,movie,N/A,"Sheldon Lettich (screen story), Jean-Claude Van Damme (screen story), Steve Meerson (screen story), Peter Krikes (screen story), Sheldon Lettich (screenplay), Jean-Claude Van Damme (screenplay)",1991,tt0101764,5.5,"34,611",,
"Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper",2 wins & 9 nominations.,"$23,618,786","UK, France",31 Jul 2007,Edgar Wright,,"Action, Comedy, Mystery",English,81,A skilled London police officer is transferred to a small town with a dark secret.,https://m.media-amazon.com/images/M/MV5BMzg4MDJhMDMtYmJiMS00ZDZmLThmZWUtYTMwZDM1YTc5MWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Rogue Pictures/Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",20 Apr 2007,True,121 min,,Hot Fuzz,movie,http://www.hotfuzz.com/,"Edgar Wright, Simon Pegg",2007,tt0425112,7.9,"420,140",,
"Meg Ryan, Annette Bening, Eva Mendes, Debra Messing",4 wins & 4 nominations.,"$26,814,683",USA,19 Dec 2008,Diane English,,"Comedy, Drama",English,27,"A wealthy New Yorker wrestles with the decision to leave her cheating husband, as she and her friends discover that women really can have it all.",https://m.media-amazon.com/images/M/MV5BMjIwNjg2MTk1MV5BMl5BanBnXkFtZTcwODQxMzk3MQ@@._V1_SX300.jpg,Picturehouse Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",12 Sep 2008,True,114 min,,The Women,movie,http://www.TheWomenTheMovie.com/,"Diane English (screenplay), Clare Boothe Luce (play), Anita Loos, Jane Murfin",2008,tt0430770,4.9,"19,074",,
"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina",Won 1 Oscar. Another 31 wins & 53 nominations.,"$23,164,041","Spain, USA",27 Jan 2009,Woody Allen,,"Comedy, Drama, Romance","English, Spanish",70,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",https://m.media-amazon.com/images/M/MV5BNjVkZGE1OWItYjMzNC00ZTcwLThiODAtYmYwNzJkMjk5OTVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,The Weinstein Co.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",15 Aug 2008,True,96 min,,Vicky Cristina Barcelona,movie,http://www.vickycristina-movie.com/,Woody Allen,2008,tt0497465,7.1,"226,430",,
"Joakim Nätterqvist, Sofia Helin, Stellan Skarsgård, Michael Nyqvist",3 wins & 2 nominations.,N/A,"Sweden, UK, Denmark, Norway, Finland, Germany, Morocco",12 Oct 2010,Peter Flinth,,"Action, Adventure, Drama, Romance, War","Swedish, English, Arabic, French, Latin",N/A,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.",https://m.media-amazon.com/images/M/MV5BMjY2NzE0OTQ4Nl5BMl5BanBnXkFtZTcwMzQ4NTE3MQ@@._V1_SX300.jpg,AMC Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",25 Dec 2007,True,139 min,,Arn: The Knight Templar,movie,http://arnthemovie.com/,"Jan Guillou (novels), Hans Gunnarsson (screenplay)",2007,tt0837106,6.6,"19,983",,
"Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate",3 wins & 5 nominations.,"$113,217,955",USA,01 Nov 2016,"Jon Lucas, Scott Moore",,Comedy,English,60,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",https://m.media-amazon.com/images/M/MV5BMjIwNzE5MTgwNl5BMl5BanBnXkFtZTgwNjM4OTA0OTE@._V1_SX300.jpg,Block Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",29 Jul 2016,True,100 min,,Bad Moms,movie,http://stxmovies.com/badmoms/,"Jon Lucas, Scott Moore",2016,tt4651520,6.2,"99,607",,
"Brendon Ryan Barrett, Gay Thomas Wilson, Raquel Beaudene, Claire Forlani",N/A,N/A,USA,14 Nov 2000,Robert Iscove,,"Comedy, Drama, Romance",English,29,A friendship is put to the ultimate test when two best friends wind up in bed together.,https://m.media-amazon.com/images/M/MV5BMTgyNjIzNTI4Ml5BMl5BanBnXkFtZTcwNzAzMjk0MQ@@._V1_SX300.jpg,Miramax,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",16 Jun 2000,True,94 min,,Boys and Girls,movie,http://www.sexchangeseverything.com,"Andrew Lowery, Andrew Miller",2000,tt0204175,5.4,"15,088",,
"Amy Aquino, John Billingsley, Elisa Bocanegra, Darlene Bohorquez",3 wins & 7 nominations.,"$16,297,019",USA,11 Mar 2003,Peter Kosminsky,,Drama,"English, Russian",61,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,https://m.media-amazon.com/images/M/MV5BMTI4NzYwOTM5MF5BMl5BanBnXkFtZTYwNDM4NDg2._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",11 Oct 2002,True,109 min,,White Oleander,movie,http://whiteoleander.warnerbros.com,"Janet Fitch (novel), Mary Agnes Donoghue (screenplay)",2002,tt0283139,7.2,"27,981",,
"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",3 wins & 4 nominations.,"$16,031,583",USA,29 Dec 2009,Karyn Kusama,,"Comedy, Horror","English, Spanish",47,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",18 Sep 2009,True,102 min,,Jennifer's Body,movie,http://www.jennifersbody.com/,Diablo Cody,2009,tt1131734,5.2,"105,473",,
"Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis",1 nomination.,N/A,USA,25 Jul 2000,Nick Gomez,,"Comedy, Crime, Mystery",English,25,"When a woman drives a car into the river to her death, everyone in town becomes a suspect.",https://m.media-amazon.com/images/M/MV5BYWNhYWUxMzAtNmJmYS00Yjg5LWIyYWUtY2IxMDRjZmZhOTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",03 Mar 2000,True,96 min,,Drowning Mona,movie,http://www.drowningmona.com,Peter Steinfeld,2000,tt0186045,5.6,"12,506",,
"Mike Starr, Paul Herman, Don Pardo, Martin Rosenblatt",Nominated for 2 Oscars. Another 3 wins & 7 nominations.,N/A,USA,06 Nov 2001,Woody Allen,,Comedy,"English, Spanish, Italian",74,A nostalgic look at radio's golden age focusing on one ordinary family and the various performers in the medium.,https://m.media-amazon.com/images/M/MV5BMTYwNDg1NDYzOF5BMl5BanBnXkFtZTcwMDIwMzg4NA@@._V1_SX300.jpg,MGM,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",30 Jan 1987,True,88 min,,Radio Days,movie,http://www.mgm.com/title_title.do?title_star=RADIODAY,Woody Allen,1987,tt0093818,7.6,"28,612",,
"Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan",4 nominations.,"$10,649,893","USA, Canada",06 Jan 2015,Vic Armstrong,,"Action, Drama, Fantasy, Mystery, Thriller",English,12,A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_SX300.jpg,Freestyle Releasing,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",03 Oct 2014,True,110 min,,Left Behind,movie,http://www.leftbehindmovie.com/,"Jerry B. Jenkins (based on novel), Tim LaHaye (based on novel), Paul Lalonde, John Patus",2014,tt2467046,3.1,"32,872",,
"Caitlyn Rund, Moisés Acevedo, Noel Rodriguez, Kevin P. McCarthy",4 wins & 5 nominations.,"$18,242,661",USA,22 Jun 2010,Allen Coulter,,"Drama, Romance","English, Chinese",40,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",https://m.media-amazon.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",12 Mar 2010,True,113 min,,Remember Me,movie,http://rememberme-movie.com/,Will Fetters,2010,tt1403981,7.1,"128,533",,
"Mandy Moore, Allison Janney, Trent Ford, Alexandra Holden",N/A,"$14,108,518",USA,01 Jun 2004,Clare Kilner,,"Comedy, Drama, Romance",English,45,"A teenager (Moore), disillusioned by too many examples of love gone wrong, refuses to believe that true love exists. Then this new guy (Ford) comes along...",https://m.media-amazon.com/images/M/MV5BOTMzOTk0NDA4OV5BMl5BanBnXkFtZTYwNTY5NjY3._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",18 Jul 2003,True,101 min,,How to Deal,movie,http://www.howtodealmovie.com,"Sarah Dessen (novels), Nena Beeber (screenplay)",2003,tt0319524,5.7,"8,820",,
"Dan Aykroyd, Kim Basinger, Jon Lovitz, Alyson Hannigan",4 nominations.,N/A,USA,14 Apr 1998,Richard Benjamin,,"Comedy, Sci-Fi",English,N/A,A creature from another planet tries to seduce a shy Earth physicist to gain control over his researches. The result of this important mission much exceeded her expectations.,https://m.media-amazon.com/images/M/MV5BNzhiMjRlMDEtYzYwNi00MzY5LTlmZDgtOTM2ZDBjN2Y2N2FlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",09 Dec 1988,True,105 min,,My Stepmother Is an Alien,movie,N/A,"Jerico, Herschel Weingrod, Timothy Harris, Jonathan Reynolds",1988,tt0095687,5.3,"23,405",,
"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman",Won 2 Oscars. Another 15 wins & 22 nominations.,N/A,USA,09 Sep 1997,Jonathan Demme,,Drama,English,66,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",14 Jan 1994,True,125 min,,Philadelphia,movie,N/A,Ron Nyswaner,1993,tt0107818,7.7,"205,134",,
