,Movie Title,Director,Actor 1,Actor 2,Actor 3,Budget,Profit / Loss,IMDB Rating,Profitable
2324,Boys and Girls ,Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,16000000.0,4627372,5.3,1
2325,White Oleander ,Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,16000000.0,346122,7.2,1
2326,Jennifer's Body ,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,16000000.0,204793,5.1,1
2327,Drowning Mona ,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,16000000.0,-572808,5.6,0
2328,Radio Days ,Woody Allen,Mike Starr,Don Pardo,Julie Kavner,16000000.0,-1207221,7.6,0
2329,Left Behind ,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,16000000.0,-2001718,3.1,0
2330,Remember Me ,Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,16000000.0,3057024,7.2,1
2331,How to Deal ,Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,16000000.0,-1891482,5.7,0
2332,My Stepmother Is an Alien ,Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,20000000.0,-6146000,5.2,0
2333,Philadelphia ,Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,26000000.0,51324422,7.7,1
2334,The Thirteenth Floor ,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,16000000.0,-500000,7.0,0
2335,Duets ,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,15000000.0,-10265765,6.0,0
2336,Hollywood Ending ,Woody Allen,Woody Allen,Debra Messing,Treat Williams,16000000.0,-11160617,6.6,0
2337,Detroit Rock City ,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,15000000.0,-10806975,6.8,0
2338,Highlander ,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,16000000.0,-10100000,7.2,0
2339,Things We Lost in the Fire ,Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,16000000.0,-13150858,7.2,0
2340,Steel ,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,16000000.0,-14313571,2.8,0
2341,The Immigrant ,James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,16000000.0,-14015257,6.6,0
2342,The White Countess ,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,16000000.0,-14333738,6.7,0
2343,Trance ,Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,20000000.0,-17680813,7.0,0
2344,Soul Plane ,Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,16000000.0,-2077789,4.4,0
2345,Good ,Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,15000000.0,-14976909,6.2,0
2346,Enter the Void ,Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,13000000.0,-12663533,7.3,0
2347,Vamps ,Amy Heckerling,Taylor Negron,Justin Kirk,Ivan Sergei,16000000.0,-15997036,5.1,0
2348,The Homesman ,Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,16000000.0,-13571117,6.6,0
2349,Juwanna Mann ,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,15600000.0,-2028183,4.5,0
2350,Slow Burn ,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,15500000.0,-14318803,5.9,0
2351,Wasabi ,Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,15300000.0,-15218475,6.6,0
2352,Slither ,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,15500000.0,-7725270,6.5,0
2353,Beverly Hills Cop ,Martin Brest,Judge Reinhold,Ronny Cox,James Russo,14000000.0,220760500,7.3,1
2354,Home Alone ,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,18000000.0,267761243,7.5,1
2355,3 Men and a Baby ,Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,11000000.0,156780960,5.9,1
2356,Tootsie ,Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,22000000.0,155200000,7.4,1
2357,Top Gun ,Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,15000000.0,161781728,6.9,1
2358,"Crouching Tiger, Hidden Dragon ",Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,15000000.0,113067808,7.9,1
2359,American Beauty ,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,15000000.0,115058047,8.4,1
2360,The King's Speech ,Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,15000000.0,123795342,8.0,1
2361,Twins ,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,15000000.0,96936400,6.0,1
2362,The Yellow Handkerchief ,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,15500000.0,-15182960,6.8,0
2363,The Color Purple ,Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,15000000.0,79175854,7.8,1
2364,The Imitation Game ,Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,14000000.0,77121452,8.1,1
2365,Private Benjamin ,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,10000000.0,59800000,6.1,1
2366,Diary of a Wimpy Kid ,Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,15000000.0,49001297,6.2,1
2367,Mama ,Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,20000000.0,51588220,6.2,1
2368,Halloween ,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,300000.0,46700000,7.9,1
2369,National Lampoon's Vacation ,Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,15000000.0,46400000,7.4,1
2370,Bad Grandpa ,Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,15000000.0,86978840,6.6,1
2371,The Queen ,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,9800000.0,46637947,7.3,1
2372,Beetlejuice ,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,15000000.0,58326666,7.5,1
2373,Why Did I Get Married? ,Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,15000000.0,40184721,5.6,1
2374,Little Women ,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,15000000.0,35003300,7.3,1
2375,The Woman in Black ,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,17000000.0,37322273,6.4,1
2376,When a Stranger Calls ,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,15000000.0,32860214,5.0,1
2377,Big Fat Liar ,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,15000000.0,32811275,5.4,1
2378,Wag the Dog ,Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,15000000.0,28022524,7.1,1
2379,The Lizzie McGuire Movie ,Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,17000000.0,25672630,5.3,1
2380,Snitch ,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,15000000.0,27919096,6.5,1
2381,Krampus ,Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,15000000.0,27592530,6.2,1
2382,The Faculty ,Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,15000000.0,25064955,6.4,1
2383,Cop Land ,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,10000000.0,34886089,6.9,1
2384,Not Another Teen Movie ,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,16000000.0,21882551,5.7,1
2385,End of Watch ,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,7000000.0,33983001,7.7,1
2386,Aloha ,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,37000000.0,-16008503,5.4,0
2387,The Skulls ,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,15000000.0,20007180,5.6,1
2388,The Theory of Everything ,James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,15000000.0,20887263,7.7,1
2389,Malibu's Most Wanted ,John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,16000000.0,18308901,5.1,1
2390,Where the Heart Is ,Matt Williams,Natalie Portman,James Frain,Stockard Channing,15000000.0,18771174,6.8,1
2391,Lawrence of Arabia ,David Lean,Claude Rains,José Ferrer,Jack Hawkins,15000000.0,-9000000,8.4,0
2392,Halloween II ,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,15000000.0,18386128,4.9,1
2393,Wild ,Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,15000000.0,22877959,7.1,1
2394,The Last House on the Left ,Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,15000000.0,17721635,6.6,1
2395,The Wedding Date ,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,15000000.0,16585300,6.1,1
2396,Halloween: Resurrection ,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,15000000.0,15259652,4.1,1
2397,Clash of the Titans ,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,125000000.0,38192114,5.8,1
2398,The Princess Bride ,Rob Reiner,Robin Wright,Carol Kane,André the Giant,16000000.0,14857814,8.1,1
2399,The Great Debaters ,Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,15000000.0,15226144,7.6,1
2400,Drive ,Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,15000000.0,20054909,7.8,1
2401,Confessions of a Teenage Drama Queen ,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,15000000.0,14302097,4.6,1
2402,The Object of My Affection ,Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha,15000000.0,14106737,6.0,1
2403,28 Weeks Later ,Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,15000000.0,13637507,7.0,1
2404,When the Game Stands Tall ,Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,15000000.0,15127963,6.7,1
2405,Because of Winn-Dixie ,Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,14000000.0,18645546,6.4,1
2406,Love & Basketball ,Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,15000000.0,12441122,7.2,1
2407,Grosse Pointe Blank ,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,15000000.0,13014536,7.4,1
2408,All About Steve ,Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,15000000.0,18860010,4.8,1
2409,Book of Shadows: Blair Witch 2 ,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,15000000.0,11421314,4.0,1
2410,The Craft ,Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong,15000000.0,9881000,6.2,1
2411,Match Point ,Woody Allen,Scarlett Johansson,Mark Gatiss,Penelope Wilton,15000000.0,8089926,7.7,1
2412,Ramona and Beezus ,Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack,15000000.0,11161406,6.7,1
2413,The Remains of the Day ,James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,11500000.0,11454968,7.9,1
2414,Boogie Nights ,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley,15000000.0,11384919,7.9,1
2415,Nowhere to Run ,Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland,15000000.0,7189039,5.5,1
2416,Flicka ,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,15000000.0,5998709,6.2,1
2417,The Hills Have Eyes II ,Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,15000000.0,5801344,5.1,1
2418,Urban Legends: Final Cut ,John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,14000000.0,7468807,4.1,1
2419,Tuck Everlasting ,Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson,15000000.0,4158074,6.7,1
2420,The Marine ,John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,20000000.0,-1156686,4.7,0
2421,Keanu ,Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key,15000000.0,5566327,6.4,1
2422,Country Strong ,Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw,15000000.0,5218921,6.3,1
2423,Disturbing Behavior ,David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,15000000.0,2411331,5.5,1
2424,The Place Beyond the Pines ,Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,15000000.0,6383298,7.3,1
2425,The November Man ,Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton,15000000.0,9984868,6.3,1
2426,Eye of the Beholder ,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,15000000.0,1459004,4.9,1
2427,The Hurt Locker ,Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty,15000000.0,700000,7.6,1
2428,Firestarter ,Mark L. Lester,Heather Locklear,George C. Scott,David Keith,15000000.0,100000,6.0,1
2429,Killing Them Softly ,Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,15000000.0,-61430,6.2,0
2430,A Most Wanted Man ,Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,15000000.0,2237244,6.8,1
2431,Freddy Got Fingered ,Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,15000000.0,-750995,4.5,0
2432,The Pirates Who Don't Do Anything: A VeggieTales Movie ,Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,15000000.0,-2298120,5.7,0
2433,Highlander: Endgame ,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,15000000.0,-2198810,4.6,0
2434,Idlewild ,Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,15000000.0,-2450515,6.2,0
2435,One Day ,Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall,15000000.0,-1233986,7.0,0
2436,Whip It ,Drew Barrymore,Daniel Stern,Jimmy Fallon,Alia Shawkat,15000000.0,-1965583,6.9,0
2437,Confidence ,James Foley,Louis Lombardi,Brian Van Holt,Leland Orser,15000000.0,-2787583,6.7,0
2438,The Muse ,Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks,15000000.0,-3385764,5.6,0
2439,De-Lovely ,Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson,20000000.0,-6662701,6.6,0
2440,New York Stories ,Woody Allen,Woody Allen,Larry David,Mia Farrow,15000000.0,-4236531,6.4,0
2441,Barney's Great Adventure ,Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas,15000000.0,-3855482,2.8,0
2442,The Man with the Iron Fists ,RZA,Rick Yune,RZA,Daniel Wu,15000000.0,608545,5.4,1
2443,Home Fries ,Dean Parisot,Catherine O'Hara,Jake Busey,Shelley Duvall,15000000.0,-4556684,5.0,0
2444,Here on Earth ,Mark Piznarski,Bruce Greenwood,Chris Klein,Elaine Hendrix,15000000.0,-4505853,5.1,0
2445,Brazil ,Terry Gilliam,Robert De Niro,Bob Hoskins,Jim Broadbent,15000000.0,-5071000,8.0,0
2446,Raise Your Voice ,Sean McNamara,Oliver James,Rebecca De Mornay,Jason Ritter,15000000.0,-4588020,5.9,0
2447,The Big Lebowski ,Joel Coen,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,15000000.0,2439163,8.2,1
2448,Black Snake Moan ,Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,15000000.0,-5603513,7.0,0
2449,Dark Blue ,Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele,15000000.0,-5940412,6.6,0
2450,A Mighty Heart ,Michael Winterbottom,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,16000000.0,-6827190,6.7,0
2451,Whatever It Takes ,David Raynr,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,15000000.0,-6264471,5.5,0
2452,Boat Trip ,Mort Nathan,Vivica A. Fox,Lin Shaye,Bob Gunton,20000000.0,-11413624,4.9,0
2453,The Importance of Being Earnest ,Oliver Parker,Colin Firth,Tom Wilkinson,Rupert Everett,15000000.0,-6621859,6.9,0
2454,Hoot ,Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,15000000.0,-6919884,5.6,0
2455,In Bruges ,Martin McDonagh,Elizabeth Berrington,Anna Madeley,Eric Godon,15000000.0,-7242870,8.0,0
2456,Peeples ,Tina Gordon Chism,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,15000000.0,-5876166,5.3,0
2457,The Rocker ,Peter Cattaneo,Emma Stone,Bradley Cooper,Josh Gad,15000000.0,-8590794,6.2,0
2458,Post Grad ,Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,15000000.0,-8626307,5.3,0
2459,Promised Land ,Gus Van Sant,Matt Damon,Hal Holbrook,Terry Kinney,15000000.0,-7443292,6.6,0
2460,Whatever Works ,Woody Allen,Larry David,Michael McKean,Conleth Hill,15000000.0,-9693553,7.2,0
2461,The In Crowd ,Mary Lambert,Matthew Settle,Susan Ward,A.J. Buckley,15000000.0,-9782502,4.6,0
2462,Three Burials ,Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,15000000.0,-9976725,7.5,0
2463,Jakob the Liar ,Peter Kassovitz,Robin Williams,Mark Margolis,Michael Jeter,15000000.0,-10043599,6.5,0
2464,Kiss Kiss Bang Bang ,Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,15000000.0,-10764163,7.6,0
2465,Idle Hands ,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,20000000.0,-15997045,6.2,0
2466,Mulholland Drive ,David Lynch,Naomi Watts,Robert Forster,Laura Harring,15000000.0,-7780422,8.0,0
2467,You Will Meet a Tall Dark Stranger ,Woody Allen,Anthony Hopkins,Naomi Watts,Ewen Bremner,22000000.0,-18752184,6.3,0
2468,Never Let Me Go ,Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling,15000000.0,-12587955,7.2,0
2469,Transsiberian ,Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,15000000.0,-12796359,6.7,0
2470,The Clan of the Cave Bear ,Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,15000000.0,-13046268,5.3,0
2471,Crazy in Alabama ,Antonio Banderas,Meat Loaf,Elizabeth Perkins,Noah Emmerich,15000000.0,-13045798,6.3,0
2472,Funny Games ,Michael Haneke,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,15000000.0,-13705360,6.5,0
2473,Metropolis ,Fritz Lang,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,6000000.0,-5973565,8.3,0
2474,District B13 ,Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,12000000.0,-10802214,7.2,0
2475,Things to Do in Denver When You're Dead ,Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,7000000.0,-6470234,6.8,0
2476,The Assassin ,Hsiao-Hsien Hou,Qi Shu,Chen Chang,Satoshi Tsumabuki,15000000.0,-14386444,6.4,0
2477,Buffalo Soldiers ,Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,15000000.0,-14646257,6.9,0
2478,Ong-bak 2 ,Tony Jaa,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,300000000.0,-299897945,6.2,0
2479,The Midnight Meat Train ,Ryûhei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,15000000.0,-14926452,6.1,0
2480,The Son of No One ,Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,15000000.0,-14971130,5.1,0
2481,All the Queen's Men ,Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,25000000.0,-24977277,4.5,0
2482,The Good Night ,Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,15000000.0,-14979620,5.9,0
2483,Groundhog Day ,Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,14600000.0,56306973,8.1,1
2484,Magic Mike XXL ,Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,14800000.0,51209973,5.7,1
2485,Romeo + Juliet ,Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,14500000.0,31838728,6.8,1
2486,Sarah's Key ,Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,10000000.0,-2308300,7.5,0
2487,Unforgiven ,Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,14400000.0,86757447,8.3,1
2488,Manderlay ,Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,14200000.0,-14125795,7.4,0
2489,Slumdog Millionaire ,Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,15000000.0,126319195,8.0,1
2490,Fatal Attraction ,Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,14000000.0,142645693,6.9,1
2491,Pretty Woman ,Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,14000000.0,164406268,6.9,1
2492,Crocodile Dundee II ,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,15800000.0,93506210,5.5,1
2493,Born on the Fourth of July ,Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,14000000.0,56001698,7.2,1
2494,Cool Runnings ,Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,15000000.0,53856263,6.9,1
2495,My Bloody Valentine ,Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,15000000.0,36527787,5.5,1
2496,The Possession ,Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,14000000.0,35122319,5.9,1
2497,Stomp the Yard ,Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,14000000.0,47356221,5.2,1
2498,The Spy Who Loved Me ,Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,14000000.0,32800000,7.1,1
2499,Urban Legend ,Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,14000000.0,24048637,5.5,1
2500,Dangerous Liaisons ,Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,14000000.0,20700000,7.7,1
2501,White Fang ,Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,14000000.0,20793160,6.7,1
2502,Superstar ,Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,14000000.0,16628981,5.0,1
2503,The Iron Lady ,Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,13000000.0,16959436,6.4,1
2504,Jonah: A VeggieTales Movie ,Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,14000000.0,11571351,6.6,1
2505,Poetic Justice ,John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,14000000.0,13515786,5.9,1
2506,All About the Benjamins ,Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,14000000.0,11482931,5.7,1
2507,Vampire in Brooklyn ,Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,20000000.0,-100000,4.5,0
2508,An American Haunting ,Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,14000000.0,2298046,5.0,1
2509,My Boss's Daughter ,David Zucker,Carmen Electra,Tyler Labine,Molly Shannon,14000000.0,1549702,4.6,1
2510,A Perfect Getaway ,David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,14000000.0,1483540,6.5,1
2511,Our Family Wedding ,Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros,14000000.0,6246959,4.9,1
2512,Dead Man on Campus ,Alan Cohn,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,14000000.0,1062898,6.0,1
2513,Tea with Mussolini ,Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,12000000.0,2348123,6.9,1
2514,Thinner ,Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,8500000.0,6671475,5.7,1
2515,Crooklyn ,Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington,14000000.0,-360000,6.9,0
2516,Jason X ,James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,11000000.0,1610731,4.4,1
2517,Big Fat Liar ,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,15000000.0,32811275,5.4,1
2518,Bobby ,Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,14000000.0,-2795501,7.0,0
2519,Head Over Heels ,Mark Waters,Monica Potter,Ivana Milicevic,China Chow,14000000.0,-3602635,5.4,0
2520,Fun Size ,Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,14000000.0,-4597590,5.4,0
2521,Little Children ,Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,26000000.0,-20540176,7.6,0
2522,Gossip ,Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,24000000.0,-18891180,5.9,0
2523,A Walk on the Moon ,Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,14000000.0,-9258013,6.6,0
2524,Catch a Fire ,Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,14000000.0,-9708035,6.7,0
2525,Soul Survivors ,Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,14000000.0,-10899350,3.9,0
2526,Jefferson in Paris ,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,14000000.0,-11526000,5.7,0
2527,Caravans ,James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,14000000.0,-13000000,6.5,0
2528,Mr. Turner ,Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,8200000.0,-4241500,6.8,0
2529,Amen. ,Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,103000000.0,-102725701,7.3,0
2530,The Lucky Ones ,Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,15000000.0,-14816912,7.0,0
2531,Margaret ,Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,14000000.0,-13953505,6.5,0
